householdid,productid,storeid,transactiontime,daydate,qty,salesvalue,productdesc,productsubdesc,loyaltydiscount,coupondiscount,couponmatchdiscount
761,9526410,343,10:08 PM,Apr 29,1,2,BAG SNACKS,POTATO CHIPS,0,0,0
718,844818,324,8:45 PM,Apr 30,1,1.48,BAG SNACKS,CORN CHIPS,-1.01,0,0
786,1106523,339,9:13 AM,Jul 12,1,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
712,911812,448,1:44 PM,Aug 29,1,0.75,SOUP,CONDENSED SOUP,-0.54,0,0
699,982790,408,2:06 PM,Aug 7,2,2.99,LUNCHMEAT,BOLOGNA,-2.99,0,0
771,12777679,359,1:12 PM,Oct 3,1,2,BAG SNACKS,POTATO CHIPS,-0.99,0,0
768,1029743,292,2:30 PM,Aug 15,1,1.88,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.91,0,0
771,5568378,289,6:32 PM,Aug 16,1,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.25,0,0
631,1043035,389,12:48 PM,Nov 3,3,2,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,-0.67,0,0
740,12384952,404,4:52 PM,Nov 4,1,1.34,BAKING MIXES,FROSTING,0,0,0
718,1075214,324,5:43 PM,Nov 7,1,5.99,BATH TISSUES,TOILET TISSUE,-1.14,0,0
607,981222,372,5:04 AM,Sep 19,1,1,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,-0.67,0,0
740,999537,404,6:29 PM,Aug 17,1,2.99,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,-0.4,0,0
699,824596,408,2:06 PM,Aug 21,1,5.99,MAGAZINE,FOOD-MAGAZINE,0,0,0
718,1009719,324,3:32 PM,Oct 11,2,5,COLD CEREAL,ADULT CEREAL,-1.54,0,0
715,1043064,389,5:48 PM,Aug 21,1,0.69,SOUP,BROTH,-0.3,0,0
718,965378,324,9:01 AM,Aug 22,1,1.97,COOKIES/CONES,CONES,-0.22,0,0
630,867188,306,8:28 PM,Sep 1,3,3,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,-1.77,0,0
718,977499,324,3:58 PM,Nov 13,1,1.4,DINNER MXS:DRY,MACARONI & CHEESE DNRS,-0.14,0,0
761,9296957,384,8:01 PM,Mar 11,1,2,COLD CEREAL,ALL FAMILY CEREAL,-1.47,0,0
771,845196,424,12:53 PM,Mar 11,1,1.5,BLEACH,LIQUID BLEACH,-0.49,0,0
786,1065538,339,8:54 AM,Dec 15,1,16.49,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
725,988791,400,5:42 PM,Dec 16,1,2,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,-0.89,0,0
725,1108168,400,5:56 PM,Feb 10,1,2,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,0,0,0
680,1106428,424,12:28 PM,Jan 12,1,1.5,COOKIES/CONES,SANDWICH COOKIES,-1.39,0,0
706,1092026,343,5:21 PM,Jul 5,1,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.59,0,0
647,9526410,343,3:22 PM,May 3,1,2,BAG SNACKS,POTATO CHIPS,0,0,0
718,844818,324,1:24 PM,May 4,1,1.48,BAG SNACKS,CORN CHIPS,-1.01,0,0
768,834117,323,12:01 PM,Oct 12,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
788,12946027,360,7:27 PM,Oct 16,1,3.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,0,0,0
699,6554202,408,1:30 PM,Oct 17,1,3,FROZEN PIZZA,SNACKS/APPETIZERS,-0.69,0,0
740,848154,404,5:10 PM,Nov 22,1,1,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,-0.29,0,0
761,1013321,343,7:28 PM,Nov 23,4,1.76,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,-1.4,0,0
762,15571171,391,7:33 PM,Nov 24,1,2.5,BACON,PREMIUM,-1.89,0,0
733,5569471,356,1:37 PM,Oct 26,6,16,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-12.14,0,0
601,822407,32004,1:09 PM,Jun 17,8,8,MEAT - SHELF STABLE,PASTA: CANNED,0,0,0
733,908489,356,2:32 PM,Jul 6,3,1.5,YOGURT,YOGURT NOT MULTI-PACKS,-0.87,0,0
699,911812,408,1:23 PM,Sep 30,4,3,SOUP,CONDENSED SOUP,-2.16,0,0
725,916381,400,1:49 PM,Sep 4,2,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-1.42,0,0
733,932702,356,4:04 PM,Feb 1,2,2,CAT FOOD,CAT TREATS,-0.98,0,0
712,822178,448,11:12 AM,Feb 2,2,3,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-1.58,0,0
680,984715,424,5:54 PM,Dec 6,1,1,SEAFOOD - SHELF STABLE,SALMON,-0.79,0,0
718,1013784,324,5:46 PM,Mar 14,1,1,FITNESS&DIET,FITNESS&DIET - BARS,-0.59,0,0
725,13671963,400,5:29 PM,Mar 18,1,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),-0.59,0,0
631,976199,389,6:21 PM,Jul 8,1,1.88,BUTTER,BUTTER,-0.69,0,0
680,825970,424,2:26 PM,Apr 27,5,5,HOT DOGS,PREMIUM - MEAT,-7.95,0,0
630,840361,306,3:09 PM,Jul 20,1,0.88,EGGS,EGGS - LARGE,-0.11,0,0
718,883404,324,4:42 PM,May 18,1,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.1,0,0
630,6464147,306,11:09 AM,May 20,1,0,ICE CREAM/MILK/SHERBTS,PREMIUM,-4.79,0,0
718,849843,324,12:17 PM,Jun 26,1,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-0.1,0,0
696,954347,31742,3:34 PM,Oct 21,1,3.89,FROZEN PIZZA,PIZZA/PREMIUM,-2.6,0,0
786,832678,339,10:36 AM,Oct 29,1,2.23,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,0,0,0
733,5569230,356,7:05 PM,Dec 4,3,9,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-5.07,0,0
699,823721,408,9:08 AM,Dec 6,1,2.99,CHEESE,GRATED CHEESE,0,0,0
733,5569230,356,4:39 PM,Dec 6,3,9,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-5.07,0,0
786,1065538,339,7:06 PM,Apr 18,1,14.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
607,826249,432,9:18 PM,May 9,1,0.99,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0,0,0
788,6534578,360,9:54 AM,Mar 5,1,2.5,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,-1.49,0,0
607,1062663,450,4:41 PM,Mar 13,2,2,BREAKFAST SAUSAGE/SANDWICHES,LINKS - COOKED,-0.5,0,0
601,987563,306,5:18 PM,Mar 15,1,5.99,WAREHOUSE SNACKS,MEAT SNACKS,0,0,0
699,8091654,408,7:35 PM,Apr 18,2,4,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,-2.98,0,0
680,1022003,424,4:47 PM,Sep 14,5,3,SOUP,CONDENSED SOUP,-0.3,0,0
725,5568721,400,8:27 AM,Oct 18,1,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.87,0,0
725,987562,400,3:11 PM,Jun 28,1,1.25,CHEESE,SHREDDED CHEESE,-0.64,0,0
786,5569230,339,10:09 AM,Aug 25,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
762,882546,31862,3:46 PM,Oct 2,4,1.4,COCOA MIXES,HOT CHOCOLATE COCOA MIX,-0.16,0,0
788,5568995,313,12:46 PM,Jul 22,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
716,994928,400,1:22 PM,Nov 26,1,0.34,EGGS,EGGS - MEDIUM,-0.31,0,0
725,994928,400,2:02 PM,Nov 27,3,1,EGGS,EGGS - MEDIUM,-0.95,0,0
706,1021116,32004,6:41 PM,Feb 6,1,2,FROZEN PIZZA,PIZZA/TRADITIONAL,-0.75,0,0
779,1067795,343,1:04 PM,Feb 14,2,5,CRACKERS/MISC BKD FD,SNACK CRACKERS,-1.98,0,0
706,839419,32004,3:15 PM,Mar 16,1,6.99,MEAT - MISC,BREAST - BONELESS(IQF),-2,0,0
768,12384365,323,1:58 PM,Apr 2,1,1.25,CHEESE,SHREDDED CHEESE,-0.53,0,0
712,933067,448,10:26 AM,Feb 22,1,2.5,BACON,FLAVORED/OTHER,-1.49,0,0
718,5569230,324,3:45 PM,Jul 9,1,2.88,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-1.81,0,0
699,934399,408,8:12 PM,May 1,1,3.79,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,-1.7,0,0
631,6464147,389,6:04 PM,May 25,1,4.79,ICE CREAM/MILK/SHERBTS,PREMIUM,0,0,0
715,13511937,354,3:30 PM,Jun 13,5,2.95,DOMESTIC GOODS,SEASONAL CANDY BAGS-CHOCOLATE,0,0,0
696,5574377,369,12:12 PM,Sep 21,1,3.99,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,0,0,0
788,8090532,321,7:33 PM,Jun 12,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.09,0,0
718,883404,324,7:42 PM,Sep 19,1,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.1,0,0
718,8090513,324,12:12 PM,Nov 8,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.09,0,0
630,950894,306,3:41 PM,Nov 20,2,4,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-3.38,0,0
766,13910640,333,8:09 AM,Mar 29,1,2.5,HAIR CARE PRODUCTS,HAIR SETS AND GELS,-0.79,0,0
718,1126808,324,6:10 PM,May 5,1,1.8,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,-0.2,0,0
788,16733215,360,11:02 AM,Oct 12,2,4,DINNER SAUSAGE,COCKTAILS,-2.58,-1,0
733,1029743,356,4:21 PM,Nov 20,1,2.59,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
712,12132685,448,1:12 PM,Nov 23,1,2.5,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,-0.79,0,0
607,908504,432,10:30 AM,May 28,1,0.99,LUNCHMEAT,LUNCH COMBO,-1.6,0,0
779,998119,343,6:46 PM,Aug 13,1,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.99,0,0
696,8090545,31742,8:39 PM,Jun 16,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.09,0,0
630,923746,306,3:38 PM,Apr 18,1,1.45,EGGS,EGGS - LARGE,-0.14,0,0
718,960942,324,3:38 PM,Apr 3,1,1,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,-1.69,0,0
718,9526619,324,3:38 PM,Apr 3,1,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.71,0,0
630,833025,306,12:39 PM,Apr 5,1,1,MILK BY-PRODUCTS,SOUR CREAMS,-0.79,0,0
718,857849,324,11:03 AM,Mar 12,2,0.88,MARGARINES,MARGARINE  STICK,-0.9,0,0
718,857849,324,1:42 PM,Mar 13,2,0.88,MARGARINES,MARGARINE  STICK,-0.9,0,0
718,857849,324,6:35 PM,Mar 15,2,0.88,MARGARINES,MARGARINE  STICK,-0.9,0,0
718,1010440,324,1:22 PM,Mar 27,3,5,FROZEN PIZZA,SANDWICHES&HANDHELDS,-1,0,0
768,820321,384,6:20 PM,May 11,1,2.79,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,-2.2,0,0
771,1050229,352,11:45 AM,Sep 14,1,0.6,SOUP,CONDENSED SOUP,-0.06,0,0
768,1118533,323,10:52 PM,Jun 29,1,1.18,MARGARINES,MARGARINE: TUBS AND BOWLS,-0.26,0,0
601,8090532,32004,5:55 PM,Mar 27,1,4.59,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,0,0,0
741,842140,315,4:30 PM,Nov 30,1,1.67,CHEESE,SHREDDED CHEESE,-1.12,0,0
725,1014860,400,2:08 PM,Feb 5,1,0.77,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.62,0,0
753,12386079,396,4:07 PM,Dec 11,1,13.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,-3,0,0
725,892008,400,2:56 PM,Feb 15,2,2,MEAT - SHELF STABLE,PASTA: CANNED,0,0,0
630,981760,306,11:10 AM,Apr 28,1,0.79,EGGS,EGGS - X-LARGE,-0.3,0,0
771,890610,293,9:29 AM,Apr 30,1,1,BREAKFAST SWEETS,SW GDS: SW ROLLS/DAN,-1.29,0,0
797,1054262,450,3:41 PM,Aug 5,1,1.5,COLD CEREAL,KIDS CEREAL,-0.64,0,0
712,901397,448,11:36 AM,Nov 7,1,4.99,LAUNDRY ADDITIVES,FABRIC SOFTENER LIQUID,-1,0,0
786,972665,339,4:36 PM,Nov 10,1,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,0,0,0
725,1135573,400,12:41 PM,May 8,1,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.49,0,0
788,1112754,360,2:13 PM,Sep 12,1,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,0,0,0
722,10204279,359,4:20 PM,May 20,1,3.79,SOAP - LIQUID & BAR,LIQUID SOAP,0,0,0
755,921744,388,2:32 PM,Jun 13,1,1.05,BAG SNACKS,TORTILLA/NACHO CHIPS,0,0,0
712,951590,448,10:48 AM,Aug 20,1,1.29,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.4,0,0
692,9836526,335,2:18 PM,Aug 20,2,2.99,LUNCHMEAT,POULTRY,-2.99,0,0
761,951190,343,6:38 PM,Oct 11,1,1.99,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,-0.13,0,0
630,823704,306,8:28 PM,Sep 1,1,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-1.29,0,0
764,989411,33923,9:07 PM,Apr 16,1,4.5,FROZEN PIZZA,PIZZA/PREMIUM,-0.98,0,0
786,972665,339,8:07 AM,Jan 25,1,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,0,0,0
607,1042438,375,7:17 PM,Nov 21,1,2,COOKIES/CONES,SANDWICH COOKIES,-0.68,0,0
740,960732,370,4:30 PM,Nov 23,1,2.5,COLD CEREAL,ALL FAMILY CEREAL,-1.49,0,0
786,1106523,339,9:34 AM,Feb 9,1,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
740,971949,404,1:37 PM,Feb 9,1,1.67,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,-0.18,0,0
712,1109832,448,12:45 PM,Dec 17,2,4,COOKIES,COOKIES: REGULAR,-1.98,0,0
630,981760,306,4:26 PM,May 3,1,0.79,EGGS,EGGS - X-LARGE,-0.3,0,0
605,1058997,369,1:56 PM,Jul 13,1,1.5,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.35,0,0
605,5591538,369,4:29 PM,Sep 12,1,1.25,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,-0.44,0,0
647,887618,343,2:58 PM,Aug 22,1,1.39,BAKING MIXES,FROSTING,-0.8,0,0
696,1098066,31742,6:17 PM,Jun 19,1,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.3,0,0
706,1049897,384,7:09 PM,Oct 10,1,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.51,0,0
696,1003188,31742,5:58 PM,Oct 13,4,6.36,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,0,0,0
761,960791,343,12:36 PM,Oct 18,2,3.76,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,-4.02,0,0
786,972665,339,9:09 AM,Nov 16,1,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,0,0,0
788,1022003,360,11:57 AM,Nov 17,10,6.6,SOUP,CONDENSED SOUP,0,0,0
788,1022003,360,8:35 PM,Nov 23,9,5.94,SOUP,CONDENSED SOUP,0,0,0
718,1065380,324,4:36 PM,Aug 17,1,2.5,BAG SNACKS,PRETZELS,0,0,0
699,1125391,408,4:08 PM,Feb 26,1,1.99,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,-1.8,0,0
768,1098066,323,6:26 AM,Jun 18,1,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0,0,0
712,981760,448,9:46 AM,Sep 26,1,1,EGGS,EGGS - X-LARGE,-0.19,0,0
797,1029743,450,4:42 PM,Aug 27,1,2.49,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
712,999104,31742,10:39 AM,Sep 27,1,1.98,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,-1.71,0,0
607,837751,402,9:29 PM,Jul 15,1,2,COLD CEREAL,KIDS CEREAL,-1.79,0,0
680,991546,424,4:40 PM,Jul 20,1,2.5,SHORTENING/OIL,CANOLA OILS,-1.19,0,0
712,842140,448,3:06 PM,Mar 3,1,1.5,CHEESE,SHREDDED CHEESE,-1.29,0,0
712,842140,448,10:58 AM,Mar 8,1,1.5,CHEESE,SHREDDED CHEESE,-1.29,0,0
647,8090536,343,4:47 PM,Mar 8,5,12.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-10.45,-2.5,0
712,1017127,448,10:48 AM,Apr 10,1,3,COLD CEREAL,ALL FAMILY CEREAL,-1.33,0,0
715,12696183,389,1:19 PM,Feb 19,3,0.99,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-1.08,0,0
768,834117,323,9:57 AM,Apr 21,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
768,834117,323,1:31 PM,Apr 26,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
718,9527160,324,5:14 PM,May 10,1,1.81,BAG SNACKS,POTATO CHIPS,-0.19,-1,0
733,5569471,356,4:25 PM,May 11,3,9,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-5.07,0,0
622,895680,298,6:59 PM,Sep 13,3,8,FROZEN PIZZA,PIZZA/TRADITIONAL,-8.17,0,0
788,1071342,360,3:36 PM,May 20,2,2.98,COLD CEREAL,ALL FAMILY CEREAL,-5.2,0,0
771,957089,424,12:21 PM,Jul 22,1,2.5,COLD CEREAL,KIDS CEREAL,-1.39,0,0
696,1003188,31742,5:49 PM,Aug 3,4,5,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,-0.96,0,0
725,896369,400,9:18 AM,Sep 18,1,1.29,PNT BTR/JELLY/JAMS,PEANUT BUTTER,-0.5,0,0
699,922663,408,1:20 PM,Sep 2,1,2.29,SHORTENING/OIL,COOKING SPRAYS,-0.1,0,0
647,9416729,343,6:28 PM,Oct 7,2,3.29,HOT DOGS,PREMIUM - MEAT,-3.29,0,0
741,962671,315,4:16 PM,Oct 26,1,1.88,ICE CREAM/MILK/SHERBTS,TRADITIONAL,-2.11,0,0
779,937292,343,11:50 AM,Oct 26,2,5,BACON,ECONOMY,-2.98,0,0
733,1022003,356,7:05 PM,Dec 4,2,1.32,SOUP,CONDENSED SOUP,0,0,0
718,859075,324,7:13 AM,Mar 1,1,2.51,CHEESE,SHREDDED CHEESE,-0.18,0,0
647,5564906,384,4:15 PM,Mar 4,1,1.99,FRZN POTATOES,FRZN TATER TOTS/OTHER EXTRUDED,-0.7,0,0
788,8090537,360,9:54 AM,Mar 5,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.09,0,0
788,1118033,360,10:11 AM,Apr 15,1,2.79,ICE CREAM/MILK/SHERBTS,TRADITIONAL,-1.2,0,0
718,5569309,324,7:47 PM,Jun 28,1,3.99,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,0,0,0
607,1092363,372,5:00 PM,Jun 29,2,7.98,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,-4,0,0
605,942778,448,7:04 PM,Jul 21,1,2,CRACKERS/MISC BKD FD,SNACK CRACKERS,-0.99,0,0
716,851468,400,1:22 PM,Nov 26,1,1.75,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,-0.1,0,0
601,6553452,306,2:41 PM,Dec 27,1,1.99,COLD CEREAL,KIDS CEREAL,0,0,0
718,1134058,327,11:13 AM,Feb 19,1,1.49,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-2,-0.5,-0.5
755,916993,388,6:16 PM,Feb 20,1,1.99,MILK BY-PRODUCTS,COTTAGE CHEESE,-0.4,0,0
699,9827565,408,6:46 PM,Jan 9,1,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-1.19,0,0
771,1133018,318,4:12 PM,Apr 29,1,1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.79,0,0
786,8291322,339,4:54 PM,May 26,1,3.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-0.49,0,0
712,999714,448,9:42 AM,Jun 16,1,2.09,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.5,0,0
764,968164,33923,4:06 PM,Nov 13,1,2.5,SNACK NUTS,VAC PAC NUTS(CANS),-1.89,0,0
631,921744,389,2:10 PM,Jun 10,1,1.05,BAG SNACKS,TORTILLA/NACHO CHIPS,0,0,0
607,883404,372,5:23 PM,Jul 9,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.41,0,0
786,981760,339,8:07 AM,Jan 25,6,4.74,EGGS,EGGS - X-LARGE,-2.4,0,0
647,8090536,343,10:00 PM,Mar 4,3,7.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-6.27,-2.5,0
718,994928,324,1:25 PM,Mar 5,1,0.84,EGGS,EGGS - MEDIUM,-0.03,0,0
718,1098066,324,1:25 PM,Mar 5,1,1.21,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.08,0,0
762,1054262,31862,12:50 PM,Apr 21,1,2,COLD CEREAL,KIDS CEREAL,-0.14,0,0
696,5569327,31742,11:45 AM,Apr 21,1,2.75,BAG SNACKS,TORTILLA/NACHO CHIPS,0,0,0
630,1066289,306,4:26 PM,May 3,1,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,-0.79,0,0
715,1080414,389,8:00 AM,Aug 8,9,3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-2.31,0,0
762,909249,31862,6:11 AM,Jun 21,1,2.89,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,0,0,0
722,1051402,359,4:36 PM,Oct 11,1,1,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,-0.19,0,0
696,859075,31742,2:21 PM,Oct 17,3,5,CHEESE,SHREDDED CHEESE,-0.34,0,0
680,907014,424,2:31 PM,Oct 19,3,1,BAKING MIXES,MUFFIN & CORN BREAD MIX,0,0,0
605,1109367,369,3:15 PM,Aug 18,1,1.69,DRIED FRUIT,RAISINS,0,0,0
725,916381,400,2:33 PM,Oct 11,1,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.71,0,0
614,1084331,288,7:35 PM,Sep 26,1,1.5,PAPER HOUSEWARES,FOAM PLATES,-0.19,0,0
786,1020682,339,8:26 AM,Oct 27,1,1.09,MISCELLANEOUS,SAUERKRAUT,-0.1,0,0
718,954167,324,7:16 PM,Mar 22,1,2.99,SHAVING CARE PRODUCTS,RAZORS AND BLADES,-1.2,0,0
718,826249,324,4:54 PM,Jan 22,1,1.2,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.09,0,0
680,965766,352,2:45 PM,Nov 16,1,1.67,CHEESE,IWS SINGLE CHEESE,-0.52,0,0
786,1096036,339,8:35 AM,Feb 2,1,1.25,CHEESE,IWS SINGLE CHEESE,-0.61,0,0
631,927191,389,2:16 PM,Dec 30,2,1.04,SEAFOOD - SHELF STABLE,TUNA,0,0,0
762,9552960,31862,5:20 PM,Jan 3,1,4.04,SUNTAN,SUNTAN PROD W/SPF LOTION/OIL,-0.45,0,0
753,8090537,396,9:21 PM,Apr 23,2,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-4.18,0,0
712,9859128,448,12:42 PM,Aug 23,1,1.5,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,-0.49,0,0
718,859075,324,5:30 PM,May 21,2,3.3,CHEESE,SHREDDED CHEESE,-0.26,0,0
696,7155863,31742,9:34 AM,Jun 11,2,3.98,CONDIMENTS/SAUCES,BBQ SAUCE,-0.4,0,0
768,13672065,323,6:18 AM,Jun 12,1,2.5,MEAT - MISC,NON-MEATS - OTHER,-0.19,0,0
718,1076875,324,5:16 PM,Nov 1,1,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.79,0,0
761,927508,343,11:11 AM,Dec 5,1,2.99,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,-3,0,0
718,937626,324,3:38 PM,Apr 3,1,0.77,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,-0.82,0,0
631,849843,389,5:28 PM,Apr 21,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-0.11,0,0
692,9469110,335,4:16 PM,Apr 13,2,5,DINNER SAUSAGE,SMOKED/COOKED,-2.98,0,0
716,1098066,400,5:09 PM,Apr 15,1,0.79,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.2,0,0
725,1098066,400,12:54 PM,Apr 17,1,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0,0,0
797,885290,450,5:41 PM,Aug 10,1,1.79,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-0.1,0,0
718,6534030,324,12:58 PM,Nov 28,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-1.49,0,0
718,9365106,324,4:49 PM,Dec 7,1,1,HOT DOGS,PREMIUM - MEAT,-2.29,0,0
696,920425,31742,9:06 PM,Aug 20,1,12.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,0,0,0
768,917654,384,7:53 PM,Jul 12,1,2,FROZEN PIZZA,SANDWICHES&HANDHELDS,-0.25,0,0
733,1029743,356,7:49 PM,May 25,1,2.32,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
768,859075,323,6:24 PM,Sep 27,1,1.5,CHEESE,SHREDDED CHEESE,-0.28,0,0
696,1079284,31742,10:30 PM,Aug 5,1,1.29,HALLOWEEN,GIFTWARE/DECOR,0,0,0
733,907014,356,11:00 AM,Sep 2,4,1.4,BAKING MIXES,MUFFIN & CORN BREAD MIX,0,0,0
696,866172,31742,3:18 PM,Jun 15,1,1.49,BAKING NEEDS,MARSHMALLOWS,0,0,0
